AUTOHOTKEYU64.EXE-3621EFAA.pf,6/6/2023 5:41:01 PM,8/10/2023 8:00:01 AM,"8,624",AUTOHOTKEYU64.EXE,C:\PROGRAM FILES\AUTOHOTKEY\V1.1.36.02\AUTOHOTKEYU64.EXE,56,"8/10/2023 7:59:39 AM, 8/8/2023 1:44:35 PM, 8/3/2023 7:59:11 AM, 8/2/2023 8:30:30 AM, 8/1/2023 8:15:20 AM, 7/31/2023 7:57:34 AM, 7/27/2023 10:48:38 PM, 7/20/2023 6:23:49 PM",No
AUTOHOTKEYUX.EXE-28C1E1E8.pf,6/6/2023 5:18:31 PM,8/10/2023 7:59:40 AM,"8,330",AUTOHOTKEYUX.EXE,C:\PROGRAM FILES\AUTOHOTKEY\UX\AUTOHOTKEYUX.EXE,35,"8/10/2023 7:59:38 AM, 8/8/2023 11:14:54 AM, 8/7/2023 1:46:58 PM, 8/7/2023 8:03:03 AM, 8/4/2023 7:59:16 AM, 8/3/2023 7:59:10 AM, 8/2/2023 8:30:29 AM, 8/1/2023 1:21:48 PM",No
AUTORUN.EXE-4FE4C4E9.pf,8/8/2023 1:52:19 PM,8/8/2023 1:52:19 PM,"12,916",AUTORUN.EXE,C:\HP_LASERJET_PRO_MFP_M426F-M427F\Autorun.exe,1,8/8/2023 1:52:09 PM,No
BACKGROUNDDOWNLOAD.EXE-70DEA199.pf,8/10/2023 2:17:13 PM,8/10/2023 2:24:30 PM,"35,588",BACKGROUNDDOWNLOAD.EXE,C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\app\SERVICEHUB\Services\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE,2,"8/10/2023 2:24:12 PM, 8/10/2023 2:16:59 PM",No
BACKGROUNDTASKHOST.EXE-CA639011.pf,6/6/2023 2:23:14 PM,8/10/2023 4:39:11 PM,"21,764",BACKGROUNDTASKHOST.EXE,C:\Windows\System32\BACKGROUNDTASKHOST.EXE,"5,388","8/10/2023 4:39:10 PM, 8/10/2023 4:37:03 PM, 8/10/2023 4:29:41 PM, 8/10/2023 4:19:08 PM, 8/10/2023 4:16:43 PM, 8/10/2023 4:14:31 PM, 8/10/2023 4:10:42 PM, 8/10/2023 3:59:36 PM",No
BASENAME.EXE-7BFC9759.pf,8/10/2023 2:16:08 PM,8/10/2023 2:16:09 PM,"4,133",BASENAME.EXE,C:\Users\nmoyer\AppData\Local\GITHUBDESKTOP\APP-3.2.7\RESOURCES\app\git\usr\bin\basename.exe,2,"8/10/2023 2:16:09 PM, 8/10/2023 2:16:08 PM",No
BINGSVC.EXE-FE702689.pf,8/10/2023 7:59:33 AM,8/10/2023 7:59:33 AM,"10,237",BINGSVC.EXE,C:\Users\nmoyer\AppData\Local\MICROSOFT\BingSvc\BingSvc.exe,1,8/10/2023 7:59:23 AM,No
BRIDGECOMMUNICATION.EXE-FB529C77.pf,8/9/2023 10:17:41 PM,8/10/2023 5:48:05 AM,"6,616",BRIDGECOMMUNICATION.EXE,C:\Windows\System32\DRIVERSTORE\FILEREPOSITORY\HPCUSTOMCAPCOMP.INF_AMD64_9BCF549AB995F316\x64\BRIDGECOMMUNICATION.EXE,23,"8/10/2023 5:48:05 AM, 8/10/2023 5:38:01 AM, 8/10/2023 5:27:57 AM, 8/10/2023 5:17:52 AM, 8/10/2023 5:07:48 AM, 8/10/2023 4:57:44 AM, 8/10/2023 4:47:39 AM, 8/10/2023 2:36:50 AM",No
BSVCUPDATER.EXE-B979BCBC.pf,8/9/2023 5:45:28 PM,8/10/2023 8:09:25 AM,"24,586",BSVCUPDATER.EXE,C:\Users\nmoyer\AppData\Local\MICROSOFT\BingSvc\BSVCUPDATER.EXE,2,"8/10/2023 8:09:24 AM, 8/9/2023 5:45:26 PM",No
BWCUPDATER.EXE-F4EC4C1B.pf,8/10/2023 8:39:55 AM,8/10/2023 8:39:55 AM,"5,756",BWCUPDATER.EXE,C:\Users\nmoyer\AppData\Local\MICROSOFT\BINGWALLPAPERAPP\BWCUPDATER.EXE,1,8/10/2023 8:39:55 AM,No
BWINSTALLER.EXE-9055EA9C.pf,6/7/2023 2:05:17 PM,6/7/2023 2:05:17 PM,"34,528",BWINSTALLER.EXE,C:\USERS\NMOYER\APPDATA\LOCAL\TEMP\IXP000.TMP\BWINSTALLER.EXE,1,6/7/2023 2:05:07 PM,Yes
CALCULATORAPP.EXE-C480E663.pf,6/14/2023 8:27:27 AM,8/3/2023 8:29:21 AM,"57,149",CALCULATORAPP.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSCALCULATOR_11.2210.0.0_X64__8WEKYB3D8BBWE\CALCULATORAPP.EXE,7,"8/3/2023 8:29:11 AM, 8/1/2023 2:55:17 PM, 7/28/2023 3:37:16 PM, 7/28/2023 3:03:10 PM, 7/3/2023 1:44:37 PM, 6/14/2023 4:15:35 PM, 6/14/2023 8:27:17 AM",No
CCMEXEC.EXE-C3105417.pf,8/9/2023 7:35:14 PM,8/10/2023 2:49:00 AM,"23,211",CCMEXEC.EXE,C:\Windows\CCM\CcmExec.exe,4,"8/10/2023 2:48:50 AM, 8/10/2023 12:07:51 AM, 8/9/2023 8:19:03 PM, 8/9/2023 7:35:04 PM",No
CDVIEWER.EXE-97EDA467.pf,8/3/2023 10:42:33 AM,8/10/2023 1:22:00 PM,"45,971",CDVIEWER.EXE,C:\PROGRAM FILES (X86)\Citrix\ICA CLIENT\CDViewer.exe,9,"8/10/2023 1:21:50 PM, 8/10/2023 8:08:05 AM, 8/9/2023 8:01:37 AM, 8/8/2023 4:15:14 PM, 8/8/2023 8:09:34 AM, 8/7/2023 1:50:25 PM, 8/7/2023 10:27:44 AM, 8/4/2023 11:18:07 AM",No
CEFSHARP.BROWSERSUBPROCESS.EX-5B48A3B9.pf,8/10/2023 8:00:13 AM,8/10/2023 11:27:56 AM,"32,590",CEFSHARP.BROWSERSUBPROCESS.EXE,C:\PROGRAM FILES (X86)\Mitel\MiCollab\CEFSHARP.BROWSERSUBPROCESS.EXE,2,"8/10/2023 11:27:46 AM, 8/10/2023 8:00:03 AM",No
CEFSHARP.BROWSERSUBPROCESS.EX-5B48A3BA.pf,8/10/2023 8:00:05 AM,8/10/2023 8:00:05 AM,"18,220",CEFSHARP.BROWSERSUBPROCESS.EXE,C:\PROGRAM FILES (X86)\Mitel\MiCollab\CEFSHARP.BROWSERSUBPROCESS.EXE,1,8/10/2023 8:00:02 AM,No
CHROME.EXE-039F1FC9.pf,6/6/2023 4:18:45 PM,8/10/2023 4:30:24 PM,"7,725",CHROME.EXE,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,192,"8/10/2023 4:30:24 PM, 8/10/2023 3:39:49 PM, 8/10/2023 3:11:18 PM, 8/10/2023 11:57:05 AM, 8/9/2023 4:12:09 PM, 8/9/2023 2:25:08 PM, 8/9/2023 2:16:11 PM, 8/9/2023 2:09:33 PM",No
CHROME.EXE-039F1FCA.pf,6/6/2023 3:50:56 PM,8/10/2023 4:38:29 PM,"20,874",CHROME.EXE,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,"2,157","8/10/2023 4:38:19 PM, 8/10/2023 4:35:25 PM, 8/10/2023 4:33:19 PM, 8/10/2023 4:28:15 PM, 8/10/2023 4:26:09 PM, 8/10/2023 4:19:16 PM, 8/10/2023 4:16:53 PM, 8/10/2023 4:14:38 PM",No
CHROME.EXE-039F1FCB.pf,8/10/2023 8:00:05 AM,8/10/2023 8:01:56 AM,"38,542",CHROME.EXE,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2,"8/10/2023 8:01:55 AM, 8/10/2023 7:59:55 AM",No
CHROME.EXE-039F1FD0.pf,8/10/2023 8:00:05 AM,8/10/2023 4:30:24 PM,"6,775",CHROME.EXE,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,5,"8/10/2023 4:30:24 PM, 8/10/2023 3:39:50 PM, 8/10/2023 3:11:18 PM, 8/10/2023 11:57:05 AM, 8/10/2023 7:59:52 AM",No
CHROME.EXE-039F1FD1.pf,6/6/2023 3:50:53 PM,8/10/2023 4:35:45 PM,"13,856",CHROME.EXE,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,"2,271","8/10/2023 4:35:45 PM, 8/10/2023 4:30:12 PM, 8/10/2023 4:24:43 PM, 8/10/2023 4:05:44 PM, 8/10/2023 4:00:12 PM, 8/10/2023 3:54:42 PM, 8/10/2023 3:35:43 PM, 8/10/2023 3:30:11 PM",No
CHXSMARTSCREEN.EXE-2AA0FF3D.pf,6/7/2023 2:10:24 PM,8/10/2023 1:44:38 PM,"44,047",CHXSMARTSCREEN.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.APPREP.CHXAPP_CW5N1H2TXYEWY\CHXSMARTSCREEN.EXE,6,"8/10/2023 1:44:35 PM, 8/2/2023 3:44:17 PM, 7/14/2023 4:17:02 PM, 7/14/2023 4:15:43 PM, 6/7/2023 2:58:58 PM, 6/7/2023 2:10:13 PM",No
CITRIXWORKSPACEAPP.EXE-699A40C7.pf,8/3/2023 10:32:58 AM,8/3/2023 10:37:18 AM,"47,978",CITRIXWORKSPACEAPP.EXE,C:\Users\nmoyer\DOWNLOADS\CITRIXWORKSPACEAPP.EXE,2,"8/3/2023 10:37:17 AM, 8/3/2023 10:32:56 AM",No
CLEMISCADCLIENT.EXE-858DD426.pf,7/14/2023 4:17:13 PM,7/14/2023 4:17:13 PM,"31,447",CLEMISCADCLIENT.EXE,C:\Users\nmoyer\AppData\Local\Apps\2.0\PNHMVK56.V8E\OO8WGXD3.KHP\CLEM..TION_0000000000000000_0001.0000_EC319431096F3C6F\CLEMISCADCLIENT.EXE,1,7/14/2023 4:17:06 PM,No
CMD.EXE-2EB3E6E2.pf,8/10/2023 2:26:27 PM,8/10/2023 4:40:01 PM,"4,440",CMD.EXE,C:\Windows\SysWOW64\cmd.exe,9,"8/10/2023 4:39:58 PM, 8/10/2023 4:33:30 PM, 8/10/2023 4:19:26 PM, 8/10/2023 4:15:46 PM, 8/10/2023 4:12:04 PM, 8/10/2023 4:09:20 PM, 8/10/2023 4:07:06 PM, 8/10/2023 4:06:15 PM",No
CMD.EXE-CD245F9E.pf,6/6/2023 1:43:55 PM,8/10/2023 4:36:44 PM,"3,861",CMD.EXE,C:\Windows\System32\cmd.exe,"1,536","8/10/2023 4:36:42 PM, 8/10/2023 4:33:58 PM, 8/10/2023 4:30:47 PM, 8/10/2023 4:27:42 PM, 8/10/2023 4:23:48 PM, 8/10/2023 4:20:04 PM, 8/10/2023 4:17:24 PM, 8/10/2023 4:12:27 PM",No
CMRCVIEWER.EXE-CD932F58.pf,6/7/2023 8:52:12 AM,8/8/2023 2:23:57 PM,"38,899",CMRCVIEWER.EXE,C:\PROGRAM FILES (X86)\CONFIGMGR CONSOLE\bin\i386\CMRCVIEWER.EXE,19,"8/8/2023 2:23:47 PM, 8/3/2023 9:55:06 AM, 7/31/2023 8:43:25 AM, 7/12/2023 1:20:16 PM, 7/6/2023 1:52:51 PM, 6/29/2023 9:19:40 AM, 6/29/2023 9:01:09 AM, 6/28/2023 8:57:04 AM",No
CMTRACE.EXE-7E6D6326.pf,6/6/2023 4:17:43 PM,6/6/2023 4:17:43 PM,"8,004",,,1,6/6/2023 4:17:39 PM,No
CODE.EXE-798F4053.pf,6/6/2023 5:48:30 PM,8/9/2023 2:16:43 PM,"89,030",CODE.EXE,C:\Users\nmoyer\AppData\Local\Programs\MICROSOFT VS CODE\Code.exe,30,"8/9/2023 2:16:40 PM, 8/9/2023 2:11:59 PM, 8/9/2023 2:01:33 PM, 8/4/2023 3:49:07 PM, 8/2/2023 4:24:13 PM, 8/2/2023 4:24:12 PM, 8/1/2023 8:15:43 AM, 7/31/2023 10:39:34 AM",No
CODESETUP-STABLE-2CCD690CBFF1-95053A9C.pf,7/31/2023 10:06:51 AM,7/31/2023 10:06:51 AM,"13,159",CODESETUP-STABLE-2CCD690CBFF1569E4A83D7C43D45101F817401DC.TMP,C:\USERS\NMOYER\APPDATA\LOCAL\TEMP\IS-JMC18.TMP\CODESETUP-STABLE-2CCD690CBFF1569E4A83D7C43D45101F817401DC.TMP,1,7/31/2023 10:06:44 AM,Yes
CODESETUP-STABLE-2CCD690CBFF1-F62DA13D.pf,7/31/2023 10:07:48 AM,7/31/2023 10:07:48 AM,"9,699",CODESETUP-STABLE-2CCD690CBFF1569E4A83D7C43D45101F817401DC.TMP,C:\USERS\NMOYER\APPDATA\LOCAL\TEMP\IS-AHN4E.TMP\CODESETUP-STABLE-2CCD690CBFF1569E4A83D7C43D45101F817401DC.TMP,1,7/31/2023 10:07:38 AM,Yes
CODESETUP-STABLE-6445D93C81EB-6130E7A4.pf,8/4/2023 3:49:53 PM,8/4/2023 3:49:53 PM,"41,524",CODESETUP-STABLE-6445D93C81EBE42C4CBD7A60712E0B17D9463E97.TMP,C:\USERS\NMOYER\APPDATA\LOCAL\TEMP\IS-BAGC3.TMP\CODESETUP-STABLE-6445D93C81EBE42C4CBD7A60712E0B17D9463E97.TMP,1,8/4/2023 3:49:48 PM,Yes
CODESETUP-STABLE-695AF097C7BD-6C73AA08.pf,6/30/2023 8:54:23 AM,6/30/2023 8:54:23 AM,"41,727",CODESETUP-STABLE-695AF097C7BD098FBF017CE3AC85E09BBC5DDA06.TMP,C:\USERS\NMOYER\APPDATA\LOCAL\TEMP\IS-094VA.TMP\CODESETUP-STABLE-695AF097C7BD098FBF017CE3AC85E09BBC5DDA06.TMP,1,6/30/2023 8:54:17 AM,Yes
CODESETUP-STABLE-74F6148EB9EA-1A9F29F8.pf,7/14/2023 1:04:30 PM,7/14/2023 1:04:30 PM,"12,996",CODESETUP-STABLE-74F6148EB9EA00507EC113EC51C489D6FFB4B771.TMP,C:\USERS\NMOYER\APPDATA\LOCAL\TEMP\IS-SPTM1.TMP\CODESETUP-STABLE-74F6148EB9EA00507EC113EC51C489D6FFB4B771.TMP,1,7/14/2023 1:04:24 PM,Yes
CODESETUP-STABLE-B380DA4EF1EE-B4C3F3E5.pf,6/8/2023 3:56:03 PM,6/8/2023 3:56:03 PM,"42,514",CODESETUP-STABLE-B380DA4EF1EE00E224A15C1D4D9793E27C2B6302.TMP,C:\USERS\NMOYER\APPDATA\LOCAL\TEMP\IS-TU69H.TMP\CODESETUP-STABLE-B380DA4EF1EE00E224A15C1D4D9793E27C2B6302.TMP,1,6/8/2023 3:55:57 PM,Yes
COMPATTELRUNNER.EXE-93B5AB09.pf,8/9/2023 10:16:51 PM,8/10/2023 4:19:33 PM,"2,783",COMPATTELRUNNER.EXE,C:\Windows\System32\COMPATTELRUNNER.EXE,2,"8/10/2023 4:19:33 PM, 8/9/2023 10:16:50 PM",No
COMPPKGSRV.EXE-6D25F3E6.pf,8/10/2023 8:10:39 AM,8/10/2023 9:57:37 AM,"6,543",COMPPKGSRV.EXE,C:\Windows\System32\COMPPKGSRV.EXE,4,"8/10/2023 9:57:37 AM, 8/10/2023 9:57:37 AM, 8/10/2023 9:57:36 AM, 8/10/2023 8:10:38 AM",No
CONCENTR.EXE-6AD9873E.pf,8/10/2023 7:59:57 AM,8/10/2023 1:22:00 PM,"19,548",CONCENTR.EXE,C:\PROGRAM FILES (X86)\Citrix\ICA CLIENT\concentr.exe,3,"8/10/2023 1:21:50 PM, 8/10/2023 7:59:44 AM, 8/10/2023 7:59:48 AM",No
CONFIGMGR_TS_MONITOR.EXE-E07EB296.pf,6/7/2023 3:15:39 PM,7/17/2023 1:11:36 PM,"20,668",CONFIGMGR_TS_MONITOR.EXE,C:\PROGRAM FILES (X86)\SMSAgent\CONFIGMGR TASK SEQUENCE MONITOR\CONFIGMGR_TS_MONITOR.EXE,15,"7/17/2023 1:11:26 PM, 7/13/2023 3:46:48 PM, 7/12/2023 8:05:06 AM, 6/29/2023 3:11:48 PM, 6/29/2023 10:04:57 AM, 6/27/2023 10:45:58 AM, 6/22/2023 12:32:35 PM, 6/20/2023 8:37:24 AM",No
CONHOST.EXE-F98A1078.pf,6/6/2023 1:38:39 PM,8/10/2023 4:36:44 PM,"5,366",CONHOST.EXE,C:\Windows\System32\conhost.exe,"5,631","8/10/2023 4:36:42 PM, 8/10/2023 4:30:47 PM, 8/10/2023 4:26:55 PM, 8/10/2023 4:02:00 PM, 8/10/2023 3:57:23 PM, 8/10/2023 3:53:55 PM, 8/10/2023 3:50:59 PM, 8/10/2023 3:47:21 PM",No
